STOPNAME,TRAPEZESTO,RUCUSSTOPA,STOPID,LATITUDE,LONGITUDE,ACCESSIBIL,ATSTREET,ONSTREET,POSITION,ORIENTATIO,SERVICEPLA,SHELTER,INSERT_TIM,SIGNUPID,SUPERVISOR
California St&Laurel St SW-NS/PS,CALILAU1,CALILARL,3876.0000000000,37.7867120000,-122.4502600000,0.0000000000,LAUREL ST,CALIFORNIA ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Cornwall St&5th Ave SW-NS/SB,CORN.5A0,CORN.5AV,4140.0000000000,37.7848820000,-122.4636210000,0.0000000000,5TH AVE,CORNWALL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
California St&25th Ave NE-NS/PS,CALI25A0,CALI25AV,3839.0000000000,37.7839500000,-122.4848200000,0.0000000000,25TH AVE,CALIFORNIA ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
California St&22nd Ave SW-NS/PS,CALI22A1,CALI22AV,3838.0000000000,37.7839410000,-122.4818930000,0.0000000000,22ND AVE,CALIFORNIA ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
California St&22nd Ave NE-NS/BZ,CALI22A0,CALI22AV,3837.0000000000,37.7840970000,-122.4816590000,0.0000000000,22ND AVE,CALIFORNIA ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&19th Ave NE-NS/BZ,CALI19A0,CALI19AV,3835.0000000000,37.7842410000,-122.4784460000,0.0000000000,19TH AVE,CALIFORNIA ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
California St&16th Ave SW-NS/BZ,CALI16A1,CALI16AV,3834.0000000000,37.7842530000,-122.4755010000,0.0000000000,16TH AVE,CALIFORNIA ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&16th Ave NE-NS/BZ,CALI16A0,CALI16AV,3833.0000000000,37.7843860000,-122.4752290000,0.0000000000,16TH AVE,CALIFORNIA ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&12th Ave SW-NS/BZ,CALI12A1,CALI12AV,3832.0000000000,37.7844540000,-122.4711030000,0.0000000000,12TH AVE,CALIFORNIA ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
California St&12th Ave NE-NS/BZ,CALI12A0,CALI12AV,3831.0000000000,37.7845860000,-122.4708480000,0.0000000000,12TH AVE,CALIFORNIA ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&10th Ave SW-NS/BZ,CALI10A1,CALI10AV,3830.0000000000,37.7845510000,-122.4689630000,0.0000000000,10TH AVE,CALIFORNIA ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&8th Ave SW-NS/BZ,CALI 8A1,CALI 8AV,3827.0000000000,37.7846300000,-122.4668250000,0.0000000000,08TH AVE,CALIFORNIA ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&6th Ave SW-NS/BZ,CALI 6A1,CALI 6AV,3825.0000000000,37.7849020000,-122.4647090000,0.0000000000,06TH AVE,CALIFORNIA ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&6th Ave NW-FS/BB,CALI 6A0,CALI 6AV,3824.0000000000,37.7850170000,-122.4649390000,0.0000000000,06TH AVE,CALIFORNIA ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
California St&4th Ave SW-NS/BZ,CALI 4A1,CALI 4AV,3823.0000000000,37.7851780000,-122.4625700000,0.0000000000,04TH AVE,CALIFORNIA ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
California St&4th Ave NE-NS/BZ,CALI 4A0,CALI 4AV,3822.0000000000,37.7853530000,-122.4622920000,0.0000000000,04TH AVE,CALIFORNIA ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&Divisadero St SW-NS,CALIDIV1,CALIDIVI,3859.0000000000,37.7879540000,-122.4407210000,0.0000000000,DIVISADERO ST,CALIFORNIA ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
California St&Baker St NE-NS/BZ,CALIBAK0,CALIBAKR,3847.0000000000,37.7877380000,-122.4436340000,0.0000000000,BAKER ST,CALIFORNIA ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&30th Ave SE-FS/PS,CALI30A1,CALI30AV,3844.0000000000,37.7835780000,-122.4900870000,0.0000000000,30TH AVE,CALIFORNIA ST,FS,SE,,1.0000000000,2012/02/23,76.0000000000,
California St&28th Ave SW-NS/PS,CALI28A1,CALI28AV,3842.0000000000,37.7836580000,-122.4884560000,0.0000000000,28TH AVE,CALIFORNIA ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
California St&28th Ave NE-NS/PS,CALI28A0,CALI28AV,3841.0000000000,37.7837980000,-122.4880740000,0.0000000000,28TH AVE,CALIFORNIA ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Clay St&Front St SE-FS/BZ,CLAYFRN0,CLAYFRNT,4017.0000000000,37.7950980000,-122.3990200000,0.0000000000,FRONT ST,CLAY ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Clay St&Franklin St SW-NS/BZ,CLAYFRK1,CLAYFRKL,4016.0000000000,37.7919070000,-122.4244630000,0.0000000000,FRANKLIN ST,CLAY ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Clay St&Drumm St SW-NS/BZ,CLAYDRU1,CLAYDRUM,4015.0000000000,37.7954150000,-122.3969960000,0.0000000000,DRUMM ST,CLAY ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&Pierce St SE-FS/BZ,CALIPIE1,CALIPIER,3885.0000000000,37.7884550000,-122.4368080000,0.0000000000,PIERCE ST,CALIFORNIA ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
California St&Pierce St NW-FS/BZ,CALIPIE0,CALIPIER,3884.0000000000,37.7885180000,-122.4374840000,0.0000000000,PIERCE ST,CALIFORNIA ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
33rd Ave&Clement St SE-NS/BZ,33AVCLM1,33AVCLMT,3555.0000000000,37.7815370000,-122.4933540000,0.0000000000,CLEMENT ST,33RD AVE,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
32nd Ave&Geary Blvd NW-NS/PS,32AVGEA0,32AVGEAR,3550.0000000000,37.7799390000,-122.4922960000,0.0000000000,GEARY BLVD,32ND AVE,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
32nd Ave&Clement St NW-NS/PS,32AVCLM0,32AVCLMT,3549.0000000000,37.7818020000,-122.4924250000,0.0000000000,CLEMENT ST,32ND AVE,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
32nd Ave&Clement St NE-FS/BZ,32AVCLM1,32AVCLMT,3548.0000000000,37.7819950000,-122.4923350000,0.0000000000,CLEMENT ST,32ND AVE,FS,NE,,1.0000000000,2012/02/23,76.0000000000,
32nd Ave&California St SW-FS/BZ,32AVCAL0,32AVCALI,3547.0000000000,37.7834290000,-122.4925530000,0.0000000000,CALIFORNIA ST,32ND AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Clement & 14 Ave SW-NS/BZ,CLMT14AV,,7543.0000000000,37.7824980000,-122.4730770000,0.0000000000,14TH AVE,CLEMENT ST,,,,0.0000000000,2012/02/23,76.0000000000,
Arguello Blvd&Euclid Ave SE-NS/BZ,ARGLECL1,ARGLECLD,3647.0000000000,37.7837400000,-122.4589560000,0.0000000000,EUCLID AVE,ARGUELLO BLVD,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Leavenworth St SE-FS/BZ,POSTLEA1,POSTLEAV,6017.0000000000,37.7874500000,-122.4145900000,0.0000000000,LEAVENWORTH ST,POST ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Post St&Larkin St SE-FS/BZ,POSTLAR1,POSTLARK,6016.0000000000,37.7870500000,-122.4177200000,0.0000000000,LARKIN ST,POST ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Sutter St NE-FS/PS,PRESSUT1,PRESSUTT,6098.0000000000,37.7845350000,-122.4461970000,0.0000000000,SUTTER ST,PRESIDIO AVE,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Steiner St SW-NS/BZ,SUTTSTE1,SUTTSTEI,6610.0000000000,37.7857940000,-122.4350280000,0.0000000000,STEINER ST,SUTTER ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Sansome St NW-FS/BZ,SUTTSAN0,SUTTSANS,6606.0000000000,37.7902980000,-122.4006740000,0.0000000000,SANSOME ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Pine St SE-NS/PS,PRESPIN1,PRESPINE,6096.0000000000,37.7862390000,-122.4465300000,0.0000000000,PINE ST,PRESIDIO AVE,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Jackson St SE-NS/PS,PRESJAC1,PRESJACK,6095.0000000000,37.7907100000,-122.4474000000,0.0000000000,JACKSON ST,PRESIDIO AVE,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Leavenworth St NW-FS/BZ,SUTTLEA0,SUTTLEAV,6598.0000000000,37.7884290000,-122.4152690000,0.0000000000,LEAVENWORTH ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St & Arguello Blvd NW-FS/BZ,CLEMARGL,,7250.0000000000,37.7832580000,-122.4591050000,0.0000000000,ARGUELLO BLVD,CLEMENT ST,,,,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Scott St SW-NS/BZ,SUTTSCO1,SUTTSCOT,6608.0000000000,37.7854020000,-122.4383220000,0.0000000000,SCOTT ST,SUTTER ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Scott St NE-NS/BZ,SUTTSCO0,SUTTSCOT,6607.0000000000,37.7855200000,-122.4380780000,0.0000000000,SCOTT ST,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Fillmore St&Pine St NE-FS/BZ,FILLPIN0,FILLPINE,4635.0000000000,37.7880490000,-122.4335650000,0.0000000000,PINE ST,FILLMORE ST,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Laguna St NW-FS/BZ,SUTTLGN0,SUTTLGNA,6599.0000000000,37.7867240000,-122.4287060000,0.0000000000,LAGUNA ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Larkin St NW-FS/BZ,SUTTLAR0,SUTTLARK,6597.0000000000,37.7880110000,-122.4185360000,0.0000000000,LARKIN ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Kearny St NW-FS/BZ,SUTTKRN0,SUTTKRNY,6596.0000000000,37.7898180000,-122.4043780000,0.0000000000,KEARNY ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Jones St NW-FS/BZ,SUTTJON0,SUTTJONE,6595.0000000000,37.7886430000,-122.4136180000,0.0000000000,JONES ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Hyde St NW-FS/BZ,SUTTHYD0,SUTTHYDE,6594.0000000000,37.7882160000,-122.4169080000,0.0000000000,HYDE ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Jones St SE-FS/BZ,POSTJON1,POSTJONE,6127.0000000000,37.7876500000,-122.4129500000,0.0000000000,JONES ST,POST ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Clement St&12th Ave NW-FS/BZ,CLMT12A0,CLMT12AV,4047.0000000000,37.7827000000,-122.4711600000,0.0000000000,12TH AVE,CLEMENT ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St&4th Ave SE-FS/BZ,CLMT 4A1,CLMT 4AV,4041.0000000000,37.7829900000,-122.4619500000,0.0000000000,04TH AVE,CLEMENT ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bush St&Montgomery St SE-FS/BZ,BUSHMTG1,BUSHMTGY,3815.0000000000,37.7909600000,-122.4020800000,0.0000000000,MONTGOMERY ST,BUSH ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Gough St NE-NS/BZ,SUTTGOU0,SUTTGOUG,6593.0000000000,37.7872070000,-122.4249240000,0.0000000000,GOUGH ST,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Fillmore St SE-FS/BZ,SUTTFIL1,SUTTFILL,6592.0000000000,37.7860860000,-122.4328280000,0.0000000000,FILLMORE ST,SUTTER ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sacramento St&Walnut St S-MB/SB,SACOWAL1,SACOWALN,6318.0000000000,37.7880260000,-122.4479790000,0.0000000000,WALNUT ST,SACRAMENTO ST,MB,S,,0.0000000000,2012/02/23,76.0000000000,
Clement St&6th Ave NW-FS/BZ,CLMT 6A0,CLMT 6AV,4042.0000000000,37.7830000000,-122.4647900000,0.0000000000,6TH AVE,CLEMENT ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Walnut St&California St E-MB/SB,WALNCAL1,WALNCALI,6906.0000000000,37.7874920000,-122.4485200000,0.0000000000,CALIFORNIA ST,WALNUT ST,MB,E,,0.0000000000,2012/02/23,76.0000000000,
Clement St&8th Ave NE-NS/BZ,CLMT 8AV,CLMT 8AV,7019.0000000000,37.7828930000,-122.4664220000,0.0000000000,08TH AVE,CLEMENT ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Powell St NW-FS/BZ,SUTTPOW0,SUTTPOWL,6604.0000000000,37.7892660000,-122.4086770000,0.0000000000,POWELL ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Hyde St SE-FS/BZ,POSTHYD1,POSTHYDE,6126.0000000000,37.7872400000,-122.4162600000,0.0000000000,HYDE ST,POST ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Grant Ave S-MB/BB,POSTGRN1,POSTGRNT,6125.0000000000,37.7885500000,-122.4059900000,0.0000000000,GRANT AVE,POST ST,MB,S,BB,0.0000000000,2012/02/23,76.0000000000,
Post St&Gough St SW-NS/BZ,POSTGOU1,POSTGOUG,6124.0000000000,37.7861230000,-122.4249820000,0.0000000000,GOUGH ST,POST ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Pine St NW-NS/PS,PRESPIN0,PRESPINE,6097.0000000000,37.7863280000,-122.4467590000,0.0000000000,PINE ST,PRESIDIO AVE,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Clay St NW-NS/PS,PRESCLA0,PRESCLAY,6090.0000000000,37.7891800000,-122.4472600000,0.0000000000,CLAY ST,PRESIDIO AVE,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&California St NW-NS/BZ,PRESCAL0,PRESCALI,6089.0000000000,37.7873700000,-122.4468800000,0.0000000000,CALIFORNIA ST,PRESIDIO AVE,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Arguello Blvd&California St SW-FS,ARGLCAL0,ARGLCALI,3644.0000000000,37.7855600000,-122.4592540000,0.0000000000,CALIFORNIA ST,ARGUELLO BLVD,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Buchanan St NE-NS/BZ,SUTTBUC0,SUTTBUCH,6587.0000000000,37.7865770000,-122.4298630000,0.0000000000,BUCHANAN ST,SUTTER ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Baker St SW-NS/BZ,SUTTBAK1,SUTTBAKR,6586.0000000000,37.7847660000,-122.4433060000,0.0000000000,BAKER ST,SUTTER ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Baker St NE-NS/BZ,SUTTBAK0,SUTTBAKR,6585.0000000000,37.7848890000,-122.4430670000,0.0000000000,BAKER ST,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Presidio Ave SE-FS/BZ,SUTTPRE1,SUTTPRES,6605.0000000000,37.7843830000,-122.4461750000,0.0000000000,POST ST,PRESIDIO AVE,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Polk St NW-FS/BZ,SUTTPOL0,SUTTPOLK,6603.0000000000,37.7877970000,-122.4201980000,0.0000000000,POLK ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Van Ness Ave NE-NS/BZ,SUTTV.N0,SUTTV.N.,6613.0000000000,37.7876300000,-122.4215400000,0.0000000000,VAN NESS AVE,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Taylor St NW-FS/BZ,SUTTTAY0,SUTTTAYL,6612.0000000000,37.7888570000,-122.4119560000,0.0000000000,TAYLOR ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Stockton St NW-FS/BZ,SUTTSTO0,SUTTSTOK,6611.0000000000,37.7894800000,-122.4070260000,0.0000000000,POWELL ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Fillmore St NE-NS/BZ,SUTTFIL0,SUTTFILL,6591.0000000000,37.7861580000,-122.4331510000,0.0000000000,FILLMORE ST,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Post St&Montgomery St S-MB/BB,POSTMTG1,POSTMTGY,6019.0000000000,37.7890100000,-122.4023800000,0.0000000000,MONTGOMERY ST,POST ST,MB,S,BB,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Octavia St NW-FS/BZ,SUTTOCT0,SUTTOCTA,6602.0000000000,37.7869330000,-122.4270620000,0.0000000000,OCTAVIA ST,SUTTER ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Mason St NW-FS/BZ,SUTTMAS0,SUTTMASN,6601.0000000000,37.7890620000,-122.4103160000,0.0000000000,MASON ST,SUTTER ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Laguna St SW-NS/BZ,SUTTLGN1,SUTTLGNA,6600.0000000000,37.7866470000,-122.4284570000,0.0000000000,LAGUNA ST,SUTTER ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Post St&Van Ness Ave SE-FS/BZ,POSTV.N1,POSTV.N.,6024.0000000000,37.7865750000,-122.4214480000,0.0000000000,VAN NESS AVE,POST ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Buchanan St SE-FS/BZ,SUTTBUC1,SUTTBUCH,6588.0000000000,37.7865020000,-122.4296080000,0.0000000000,BUCHANAN ST,SUTTER ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Steiner St NE-NS/BZ,SUTTSTE0,SUTTSTEI,6609.0000000000,37.7859420000,-122.4347930000,0.0000000000,STEINER ST,SUTTER ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sacramento St&Presidio Ave SW,SACOPRE1,SACOPRES,6313.0000000000,37.7881210000,-122.4470930000,0.0000000000,PRESIDIO AVE,SACRAMENTO ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Sutter St&Divisadero St SE-FS/BZ,SUTTDIV1,SUTTDIVI,6590.0000000000,37.7852590000,-122.4394300000,0.0000000000,DIVISADERO ST,SUTTER ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Sutter St&Divisadero St NE-NS/BZ,SUTTDIV0,SUTTDIVI,6589.0000000000,37.7853100000,-122.4397320000,0.0000000000,DIVISADERO ST,SUTTER ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Taylor St SE-FS/BZ,POSTTAY1,POSTTAYL,6023.0000000000,37.7878800000,-122.4113200000,0.0000000000,TAYLOR ST,POST ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Powell St SE-FS/BZ,POSTPOW1,POSTPOWL,6022.0000000000,37.7883000000,-122.4079300000,0.0000000000,POWELL ST,POST ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Post St&Polk St SE-FS/BZ,POSTPOL1,POSTPOLK,6021.0000000000,37.7868000000,-122.4195600000,0.0000000000,POLK ST,POST ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Post St&Octavia St SW-NS/BZ,POSTOCT1,POSTOCTA,6020.0000000000,37.7859060000,-122.4266540000,0.0000000000,OCTAVIA ST,POST ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Post St&Laguna St SE-FS/BZ,POSTLGN1,POSTLGNA,6018.0000000000,37.7857740000,-122.4276750000,0.0000000000,LAGUNA ST,POST ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Jackson St&Divisadero St NE-NS/PS,JACKDIV0,JACKDIVI,5145.0000000000,37.7917240000,-122.4408880000,0.0000000000,DIVISADERO ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Sutter St SW-FS/BZ,PRESSUT0,PRESSUTT,6099.0000000000,37.7843920000,-122.4462890000,0.0000000000,SUTTER ST,PRESIDIO AVE,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Presidio Ave&Clay St SE-NS/PS,PRESCLA1,PRESCLAY,6091.0000000000,37.7889700000,-122.4470400000,0.0000000000,CLAY ST,PRESIDIO AVE,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Market St&Front St N-NS/BZ,MRKTFRN0,MRKTFRNT,5671.0000000000,37.7919200000,-122.3981500000,0.0000000000,FRONT ST,MARKET ST,NS,N,BZ,1.0000000000,2012/02/23,76.0000000000,
Jackson St&Steiner St SW-NS/BZ,JACKSTE1,JACKSTEI,5163.0000000000,37.7922010000,-122.4363200000,0.0000000000,STEINER ST,JACKSON ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Divisadero St SW-NS/BZ,JACKDIV1,JACKDIVI,5146.0000000000,37.7915650000,-122.4413070000,0.0000000000,DIVISADERO ST,JACKSON ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Scott St SW-NS/PS,JACKSCO1,JACKSCOT,5161.0000000000,37.7917720000,-122.4396120000,0.0000000000,SCOTT ST,JACKSON ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Scott St NE-NS/PS,JACKSCO0,JACKSCOT,5160.0000000000,37.7919320000,-122.4392400000,0.0000000000,SCOTT ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Presidio Ave NE-NS/PS,JACKPRE0,JACKPRES,5159.0000000000,37.7909020000,-122.4473650000,0.0000000000,PRESIDIO AVE,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Baker St SE-FS/PS,JACKBAK1,JACKBAKR,5143.0000000000,37.7911860000,-122.4442460000,0.0000000000,BAKER ST,JACKSON ST,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Baker St NE-NS/PS,JACKBAK0,JACKBAKR,5142.0000000000,37.7912810000,-122.4443620000,0.0000000000,BAKER ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Fillmore St&Sacramento St SE-NS/BZ,FILLSAC1,FILLSACO,4638.0000000000,37.7897440000,-122.4339470000,0.0000000000,SACRAMENTO ST,FILLMORE ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Fillmore St&Sacramento St NW-NS/BZ,FILLSAC0,FILLSACO,4637.0000000000,37.7899250000,-122.4341000000,0.0000000000,SACRAMENTO ST,FILLMORE ST,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Fillmore St&Pine St SW-FS/BZ,FILLPIN1,FILLPINE,4636.0000000000,37.7877170000,-122.4336550000,0.0000000000,PINE ST,FILLMORE ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Fillmore St&Jackson St SW-FS/BZ,FILLJAC0,FILLJACK,4624.0000000000,37.7923860000,-122.4346070000,0.0000000000,JACKSON ST,FILLMORE ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Market & Steuart NW-FS/BZ,MRKTSTEU,,7227.0000000000,37.7944540000,-122.3949170000,0.0000000000,MUNI METRO TNL,MARKET ST,,NW,,0.0000000000,2012/02/23,76.0000000000,
Clement St&12th Ave SW-NS/BZ,CLMT12A1,CLMT12AV,4048.0000000000,37.7825800000,-122.4709700000,0.0000000000,12TH AVE,CLEMENT ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Clement St&10th Ave SE-FS/BZ,CLMT10A1,CLMT10AV,4046.0000000000,37.7827000000,-122.4683700000,0.0000000000,10TH AVE,CLEMENT ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St&10th Ave NW-FS/BZ,CLMT10A0,CLMT10AV,4045.0000000000,37.7828000000,-122.4690000000,0.0000000000,10TH AVE,CLEMENT ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St&8th Ave SE-FS/BZ,CLMT 8A1,CLMT 8AV,4044.0000000000,37.7827980000,-122.4661580000,0.0000000000,08TH AVE,CLEMENT ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St&6th Ave SE-FS/BZ,CLMT 6A1,CLMT 6AV,4043.0000000000,37.7828560000,-122.4643310000,0.0000000000,CLEMENT ST,6TH AVE,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Clement St&4th Ave NW-FS/BZ,CLMT 4A0,CLMT 4AV,4040.0000000000,37.7830900000,-122.4625700000,0.0000000000,04TH AVE,CLEMENT ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Clement St&2nd Ave SE-FS/BZ,CLMT 2A1,CLMT 2AV,4039.0000000000,37.7830900000,-122.4598200000,0.0000000000,02ND AVE,CLEMENT ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
8th Ave&California St SW-FS,8AVCAL0,8AVCALI,3198.0000000000,37.7844650000,-122.4667040000,0.0000000000,CALIFORNIA ST,08TH AVE,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
6th Ave&Clement St NE-FS/BZ,6AVCLM0,6AVCLMT,3180.0000000000,37.7832160000,-122.4643820000,0.0000000000,CLEMENT ST,06TH AVE,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
McAllister St & Leavenworth St FS,MCALLEA1,,7635.0000000000,37.7808890000,-122.4135870000,0.0000000000,LEAVENWORTH ST,MCALLISTER ST,,,,0.0000000000,2012/02/23,76.0000000000,
McAllister  St. & Jones FS-NW/BZ,MCALJONE,,7563.0000000000,37.7811660000,-122.4121890000,0.0000000000,CHARLES J BRENHAM PL,MCALLISTER ST,,,,0.0000000000,2012/02/23,76.0000000000,
.6AVFUL0,.6AVFUL0,.6AVFULT,3183.0000000000,37.7739700000,-122.4637100000,0.0000000000,FULTON ST,06TH AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Fulton St&36th Ave NW-FS/BZ,FULT36A0,FULT36AV,4213.0000000000,37.7720800000,-122.4963400000,0.0000000000,36TH AVE,FULTON ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Mcallister St&Broderick St SW-NS/BZ,MCALBDR1,MCALBDRK,5387.0000000000,37.7775200000,-122.4401600000,0.0000000000,BRODERICK ST,MCALLISTER ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
